Image_name_Type,EncodedPixels
34818Date_14_08_2019.jpg_armature,105036 167 105740 167 106444 167 107148 167 107852 167 108556 167 109256 507 109960 507 110664 507 111368 507 112072 507 112776 507 113480 507 114184 507 114888 507 115592 507 116296 507 117000 507 117704 507 118408 507 119112 507 119816 507 120520 507 121224 507 121928 507 122632 507 123336 507 124040 507 124744 507 125448 507 126152 507 126856 507 127560 507 128264 507 128968 507 129672 507 130376 507 131080 507 131784 507 132488 507 133192 507 133896 507 134600 507 135304 507 136008 507 136712 507 137416 507 138120 507 138824 507 139528 507 140232 507 140936 507 141640 507 142344 507 143048 507 143752 507 144456 507 145160 507 145864 507 146568 507 147272 507 147976 507 148680 507 149384 507 150088 507 150792 507 151496 507 152200 507 152904 507 153608 507 154312 507 155016 507 155720 507 156424 507 157128 507 157832 507 158536 507 159240 507 159944 507 160648 507 161352 507 162056 507 162760 507 163464 507 164168 507 164872 507 165576 507 166280 507 166984 507 167688 507 168392 507 169096 507 169800 507 170504 507 171208 507 171912 507 172616 507 173320 507 174024 507 174728 507 175432 507 176136 507 176840 507 177544 507 178248 507 178952 507 179656 507 180360 507 181064 507 181768 507 182472 507 183176 507 183880 507 184584 507 185288 507 185992 507 186696 507 187400 507 188104 507 188808 507 189512 507 190216 507 190920 507 191624 507 192328 507 193032 507 193736 507 194440 507 195144 507 195848 507 196552 507 197256 507 197960 507 198664 507 199368 507 200072 507 200776 507 201480 507 202184 507 202888 507 203592 507 204296 507 205000 507 205704 507 206408 507 207112 507 207816 507 208520 507 209224 507 209928 507 210632 507 211336 507 212040 507 212744 507 213448 507 214152 507 214856 507 215560 507 216264 507 216968 507 217672 507 218376 507 219080 507 219784 507 220488 507 221192 507 221896 507 
34818Date_14_08_2019.jpg_wood,1 1
34818Date_14_08_2019.jpg_other,1 1
1452Date_02_08_2019.jpg_armature,1 1
1452Date_02_08_2019.jpg_wood,1 1
1452Date_02_08_2019.jpg_other,1 1
5325Date_03_08_2019.jpg_armature,89580 78 90284 78 90988 78 91692 78 92396 78 93100 78 93804 78 94508 78 95212 78 95916 78 96620 78 97324 78 98028 78 98732 78 99436 78 100140 78 100844 78 101548 78 102252 78 102956 78 103660 78 104364 78 105068 78 105772 78 106476 78 107180 78 107884 78 108588 78 109292 78 109996 78 110700 78 111404 78 112108 78 112812 78 113516 78 114220 78 114924 78 115628 78 116332 78 117036 78 117740 78 118444 78 119148 78 119852 78 120556 78 121260 78 121964 78 122668 78 123372 78 124076 78 124780 78 125484 78 126188 78 126892 78 127596 78 128300 78 129004 78 129708 78 130412 78 131116 78 131820 78 132524 78 133228 78 133932 78 134636 78 135340 78 136044 78 136748 78 137452 78 138156 78 138860 78 139564 78 140268 78 140972 78 141676 78 142380 78 143084 78 143788 78 144492 78 145196 78 145900 78 146604 78 147308 78 148012 78 148716 78 149420 78 150124 78 150828 78 151532 78 152236 78 152940 78 153644 78 154348 78 155052 78 155756 78 156460 78 157164 78 157868 78 158572 78 159276 78 159980 78 160684 78 161388 78 162092 78 162796 78 163500 78 164204 78 164908 78 165612 78 166316 78 167020 78 167724 78 168428 78 169132 78 169836 78 170540 78 171244 78 171948 78 172652 78 173356 78 174060 78 174764 78 175468 78 176172 78 176876 78 177580 78 178284 78 178988 78 179692 78 180396 78 181100 78 181804 78 182508 78 183212 78 183916 78 184620 78 185324 78 186028 78 186732 78 187436 78 188140 78 188844 78 189548 78 190252 78 190956 78 191660 78 192364 78 193068 78 193772 78 194476 78 195180 78 195884 78 196588 78 197292 78 197996 78 198700 78 199404 78 200108 78 200812 78 201516 78 202220 78 202924 78 203628 78 204332 78 205036 78 205740 78 206444 78 207148 78 207852 78 208556 78 209260 78 209964 78 210668 78 211372 78 212076 78 212780 78 213484 78 214188 78 214892 78 215596 78 216300 78 217004 78 217708 78 218412 78 
5325Date_03_08_2019.jpg_wood,1 1
5325Date_03_08_2019.jpg_other,1 1
9285Date_04_08_2019.jpg_armature,124030 288 124734 288 125438 288 126142 288 126846 288 127550 288 128248 294 128952 294 129656 294 130360 294 131064 294 131768 294 132472 294 133176 294 133880 294 134584 294 135288 294 135992 294 136696 294 137400 294 138104 294 138808 294 139512 294 140216 294 140920 294 141624 294 142328 294 143032 294 143736 294 144440 294 145144 294 145848 294 146552 294 147256 294 147960 294 148664 294 149368 294 150072 294 150776 294 151480 294 152184 294 152888 294 153592 294 154296 294 155000 294 155704 294 156408 294 157112 294 157816 294 158520 294 159224 294 159928 294 160632 294 161336 294 162040 294 162744 294 163448 294 164152 294 164856 294 165560 294 166264 294 166968 294 167672 294 168376 294 169080 294 169784 294 170488 294 171192 294 171896 294 172600 294 173304 294 174008 294 174718 288 175422 288 176126 288 176830 288 177534 288 178238 288 178942 288 179646 288 180350 288 181054 288 181758 288 182462 288 183166 288 183870 288 184574 288 185278 288 185982 288 186686 288 187390 288 188094 288 188798 288 189502 288 190206 288 190910 288 191614 288 192318 288 193022 288 193726 288 194430 288 195134 288 195838 288 196542 288 197246 288 197950 288 198654 288 199358 288 200062 288 200766 288 201470 288 202174 288 202878 288 203582 288 204286 288 204990 288 205694 288 206398 288 207102 288 207806 288 208510 288 209214 288 209918 288 210622 288 211326 288 212030 288 212734 288 213438 288 214142 288 214846 288 215550 288 216254 288 216958 288 217662 288 218366 288 219070 288 219774 288 220478 288 221182 288 221886 288 222590 288 223294 288 223998 288 224702 288 225406 288 226110 288 226814 288 227518 288 228222 288 228926 288 229630 288 230334 288 231038 288 231742 288 232446 288 233150 288 233854 288 234558 288 235262 288 235966 288 236670 288 237374 288 238078 288 238782 288 239486 288 240190 288 240894 288 241598 288 242302 288 243006 288 243710 288 244414 288 245118 288 245822 288 246526 288 247230 288 247934 288 248638 288 249342 288 250046 288 250750 288 251454 288 252158 288 252862 288 253566 288 254270 288 254974 288 255678 288 256382 288 257086 288 257790 288 258494 288 259198 288 259902 288 260606 288 261310 288 262014 288 262718 288 263422 288 264126 288 264830 288 265534 288 266238 288 266942 288 267646 288 268350 288 269054 288 269758 288 270462 288 271166 288 271870 288 272574 288 273278 288 273982 288 
9285Date_04_08_2019.jpg_wood,1 1
9285Date_04_08_2019.jpg_other,1 1
33841Date_14_08_2019.jpg_armature,8305 88 9009 88 9713 88 10417 88 10805 442 11509 442 12213 442 12917 442 13621 442 14325 442 15029 442 15733 442 16437 442 17141 442 17845 442 18549 442 19253 442 19957 442 20661 442 21365 442 22069 442 22773 442 23477 442 24181 442 24885 442 25589 442 26293 442 26997 442 27701 442 28405 442 29109 442 29813 442 30517 442 31221 442 31925 442 32629 442 33333 442 34037 442 34741 442 35445 442 36149 442 36853 442 37557 442 38261 442 38965 442 39669 442 40373 442 41077 442 41781 442 42485 442 43189 442 43893 442 44597 442 45301 442 46005 442 46709 442 47413 442 48117 442 48821 442 49525 442 50229 442 50933 442 51637 442 52341 442 53045 442 53749 442 54453 442 55157 442 55861 442 56565 442 57269 442 57973 442 58677 442 59381 442 60085 442 60789 442 61493 442 62197 442 62901 442 63605 442 64309 442 65013 442 65717 442 66421 442 67125 442 67829 442 68533 442 69237 442 69941 442 70645 442 71349 442 72053 442 72757 442 73461 442 74165 442 74869 442 75573 442 76277 442 76981 442 77685 442 78389 442 79093 442 79797 442 80501 442 81205 442 81909 442 82613 442 83317 442 84021 442 84725 442 85429 442 86133 442 86837 442 87541 442 88245 442 88949 442 89653 442 90357 442 91061 442 91765 442 92469 442 93173 442 93877 442 94581 442 95285 442 95989 442 96693 442 97397 442 98101 442 98805 442 99509 442 100213 442 100917 442 101621 442 102325 442 103029 442 103733 442 104437 442 105141 442 105845 442 106549 442 107253 442 107957 442 108661 442 109365 442 110069 442 110773 442 111477 442 112181 442 112885 442 113589 442 114293 442 114997 442 115701 442 116405 442 117109 442 117813 442 118517 442 119221 442 119925 442 120629 442 121333 442 122037 442 122741 442 123445 442 124149 442 124853 442 125557 442 126261 442 126965 442 127669 442 128373 442 129077 442 129781 442 130485 442 131189 442 131893 442 132597 442 133301 442 134005 442 134709 442 135413 442 136117 442 136821 442 137525 442 138229 442 138933 442 139637 442 140341 442 141045 442 141749 442 142453 442 143157 442 143861 442 144565 442 145269 442 145973 442 146677 442 147381 442 148085 442 148789 442 149493 442 150197 442 150901 442 151605 442 152309 442 153013 442 153717 442 154421 442 155125 442 155829 442 156533 442 157237 442 157941 442 158645 442 159349 442 160053 442 160757 442 161461 442 162165 442 162869 442 163573 442 164277 442 164981 442 165685 442 166389 442 167093 442 167797 442 168501 442 169205 442 169909 442 170613 442 171317 442 172021 442 172725 442 173429 442 174133 442 174837 442 175541 442 176245 442 176949 442 177653 442 178357 442 179061 442 179765 442 180469 442 181173 442 181877 442 182581 442 183285 442 183989 442 184693 442 185397 442 186101 442 186805 442 187509 442 188213 442 188917 442 189621 442 190325 442 191029 442 191733 442 192437 442 193141 442 193845 442 194549 442 195253 442 195957 442 196661 442 197365 442 198069 442 198773 442 199477 442 200181 442 200885 442 201589 442 202293 442 202997 442 203701 442 204405 442 205109 442 205813 442 206517 442 207221 442 207925 442 208629 442 209333 442 210037 442 210741 442 211445 442 212149 442 212853 442 213557 442 214261 442 214965 442 215669 442 216373 442 217077 442 217781 442 218485 442 219189 442 219893 442 220597 442 221301 442 222005 442 222709 442 223413 442 224117 442 224821 442 225525 442 226229 442 226933 442 227637 442 228341 442 229045 442 229749 442 230453 442 231157 442 231861 442 232565 442 233269 442 233973 442 234677 442 235381 442 236085 442 236789 442 237493 442 238197 442 238901 442 239605 442 240309 442 241013 442 241717 442 242421 442 243125 442 243829 442 244533 442 245237 442 245941 442 246645 442 247349 442 248053 442 248757 442 249461 442 250165 442 250869 442 251573 442 252277 442 252981 442 253685 442 254389 442 255093 442 255797 442 256501 442 257205 442 257909 442 258613 442 259317 442 260021 442 260725 442 261429 442 262133 442 262837 442 263541 442 264245 442 264949 442 265653 442 266357 442 267061 442 267765 442 268469 442 269173 442 269877 442 270581 442 271285 442 271989 442 272693 442 273397 442 274101 442 274805 442 275509 442 276213 442 276917 442 277621 442 278325 442 279029 442 279733 442 280437 442 281141 442 281845 442 282549 442 283253 442 283957 442 284661 442 285365 442 
33841Date_14_08_2019.jpg_wood,1 1
33841Date_14_08_2019.jpg_other,1 1
0544Date_02_08_2019.jpg_armature,49430 154 50134 154 50838 154 51542 154 52246 154 52950 154 53654 154 54358 154 55062 154 55766 154 56470 154 57174 154 57878 154 58582 154 59286 154 59990 154 60694 154 61398 154 62102 154 62806 154 63510 154 64214 154 64918 154 65622 154 66326 154 67030 154 67734 154 68438 154 69142 154 69846 154 70550 154 71254 154 71958 154 72662 154 73366 154 74070 154 74774 154 75478 154 76182 154 76886 154 77590 154 78294 154 78998 154 79702 154 80406 154 81110 154 81814 154 82518 154 83222 154 83926 154 84630 154 85334 154 86038 154 86742 154 87446 154 88150 154 88854 154 89558 154 90262 154 90966 154 91670 154 92374 154 93078 154 93782 154 94486 154 95190 154 95894 154 96598 154 97302 154 98006 154 98710 154 99414 154 100118 154 100822 154 101526 154 102230 154 102934 154 103638 154 104342 154 105046 154 105750 154 106454 154 107158 154 107862 154 108566 154 109270 154 109974 154 110678 154 111382 154 112086 154 112790 154 113494 154 114198 154 114902 154 115606 154 116310 154 117014 154 117718 154 118422 154 119126 154 119830 154 120534 154 121238 154 121942 154 122646 154 123350 154 124054 154 124758 154 125462 154 126166 154 126870 154 127574 154 128278 154 128982 154 129686 154 130390 154 131094 154 131798 154 132502 154 133206 154 133910 154 134614 154 135318 154 136022 154 136726 154 137430 154 138134 154 138838 154 139542 154 140246 154 140950 154 141654 154 142358 154 143062 154 143766 154 144470 154 145174 154 145878 154 146582 154 147286 154 147990 154 148694 154 149398 154 150102 154 150806 154 151510 154 152214 154 152918 154 153622 154 154326 154 155030 154 155734 154 156438 154 157142 154 157846 154 158550 154 159254 154 159958 154 160662 154 161366 154 162070 154 162774 154 163478 154 164182 154 164886 154 165590 154 166294 154 166998 154 167702 154 168406 154 169110 154 169814 154 170518 154 171222 154 171926 154 172630 154 173334 154 174038 154 174742 154 175446 154 176150 154 176854 154 177558 154 178262 154 178966 154 179670 154 180374 154 181078 154 181782 154 182486 154 183190 154 183894 154 184598 154 185302 154 186006 154 186710 154 187414 154 188118 154 188822 154 189526 154 190230 154 190934 154 191638 154 192342 154 193046 154 193750 154 194454 154 195158 154 195862 154 196566 154 197270 154 197974 154 198678 154 199382 154 200086 154 200790 154 201494 154 202198 154 202902 154 203606 154 204310 154 205014 154 205718 154 
0544Date_02_08_2019.jpg_wood,1 1
0544Date_02_08_2019.jpg_other,1 1
3462Date_02_08_2019.jpg_armature,217 173 921 173 1625 173 2329 173 3033 173 3737 173 4441 173 5145 173 5849 173 6553 173 7257 173 7961 173 8665 173 9369 173 10073 173 10777 173 11481 173 12185 173 12889 173 13593 173 14297 173 15001 173 15705 173 16409 173 17113 173 17817 173 18521 173 19225 173 19929 173 20633 173 21337 173 22041 173 22745 173 23449 173 24153 173 24857 173 25561 173 26265 173 26969 173 27673 173 28377 173 29081 173 29785 173 30489 173 31193 173 31897 173 32601 173 33305 173 34009 173 34713 173 35417 173 36121 173 36825 173 37529 173 38233 173 38937 173 39641 173 40345 173 41049 173 41753 173 42457 173 43161 173 43865 173 44569 173 45273 173 45977 173 46681 173 47385 173 48089 173 48793 173 49497 173 50201 173 50905 173 51609 173 52313 173 53017 173 53721 173 54425 173 55129 173 55833 173 56537 173 57241 173 57945 173 58649 173 59353 173 60057 173 60761 173 61465 173 62169 173 62873 173 63577 173 64281 173 64985 173 65689 173 66393 173 67097 173 67801 173 68505 173 69209 173 69913 173 70617 173 71321 173 72025 173 72729 173 73433 173 74137 173 74841 173 75545 173 76249 173 76953 173 77657 173 78361 173 79065 173 79769 173 80473 173 81177 173 81881 173 82585 173 83289 173 83993 173 84697 173 85401 173 86105 173 86809 173 87513 173 88217 173 88921 173 89625 173 90329 173 91033 173 91737 173 92441 173 93145 173 93849 173 94553 173 95257 173 95961 173 96665 173 97369 173 98073 173 98777 173 99481 173 100185 173 100889 173 101593 173 102297 173 103001 173 103705 173 104409 173 105113 173 105817 173 106521 173 107225 173 107929 173 108633 173 109337 173 110041 173 110745 173 111449 173 112153 173 112857 173 113561 173 114265 173 114969 173 115673 173 116377 173 117081 173 117785 173 118489 173 119193 173 119897 173 120601 173 121305 173 122009 173 122713 173 123417 173 124121 173 124825 173 125529 173 126233 173 126937 173 127641 173 128345 173 129049 173 129753 173 130457 173 131161 173 131865 173 132569 173 133273 173 133977 173 134681 173 135385 173 136089 173 136793 173 137497 173 138201 173 138905 173 139609 173 140313 173 141017 173 141721 173 142425 173 143129 173 143833 173 144537 173 145241 173 145945 173 146649 173 
3462Date_02_08_2019.jpg_wood,1 1
3462Date_02_08_2019.jpg_other,1 1
5044Date_03_08_2019.jpg_armature,5674 225 6378 225 7082 225 7786 225 8490 225 9194 225 9898 225 10602 225 11306 225 12010 225 12714 225 13418 225 14122 225 14826 225 15530 225 16234 225 16938 225 17642 225 18346 225 19050 225 19754 225 20458 225 21162 225 21866 225 22570 225 23274 225 23978 225 24682 225 25386 225 26090 225 26794 225 27498 225 28202 225 28906 225 29610 225 30314 225 31018 225 31722 225 32426 225 33130 225 33834 225 34538 225 35242 225 35946 225 36650 225 37354 225 38058 225 38762 225 39466 225 40170 225 40874 225 41578 225 42282 225 42986 225 43690 225 44394 225 45098 225 45802 225 46506 225 47210 225 47914 225 48618 225 49322 225 50026 225 50730 225 51434 225 52138 225 52842 225 53546 225 54250 225 54954 225 55658 225 56362 225 57066 225 57770 225 58474 225 59178 225 59882 225 60586 225 61290 225 61994 225 62698 225 63402 225 64106 225 64810 225 65514 225 66218 225 66922 225 67626 225 68330 225 69034 225 69738 225 70442 225 71146 225 71850 225 72554 225 73258 225 73962 225 74666 225 75370 225 76074 225 76778 225 77482 225 78186 225 78890 225 79594 225 80298 225 81002 225 81706 225 82410 225 83114 225 83818 225 84522 225 85226 225 85930 225 86634 225 87338 225 88042 225 88746 225 89450 225 90154 225 90858 225 91562 225 92266 225 92970 225 93674 225 94378 225 95082 225 95786 225 96490 225 97194 225 97898 225 98602 225 99306 225 100010 225 100714 225 101418 225 102122 225 102826 225 103530 225 104234 225 104938 225 105642 225 106346 225 107050 225 107754 225 108458 225 109162 225 109866 225 110570 225 111274 225 111978 225 112682 225 113386 225 114090 225 114794 225 115498 225 116202 225 116906 225 117610 225 118314 225 119018 225 119722 225 120426 225 121130 225 121834 225 122538 225 123242 225 123946 225 124650 225 125354 225 126058 225 126762 225 127466 225 128170 225 128874 225 129578 225 130282 225 130986 225 131690 225 132394 225 133098 225 133802 225 134506 225 135210 225 135914 225 136618 225 137322 225 138026 225 138730 225 139434 225 140138 225 140842 225 141546 225 142250 225 142954 225 143658 225 144362 225 145066 225 145770 225 146474 225 147178 225 147882 225 148586 225 149290 225 149994 225 150698 225 151402 225 152106 225 152810 225 153514 225 154218 225 154922 225 155626 225 156330 225 157034 225 157738 225 158442 225 159146 225 159850 225 160554 225 161258 225 161962 225 162666 225 163370 225 164074 225 164778 225 165482 225 166186 225 166890 225 167594 225 168298 225 169002 225 169706 225 170410 225 171114 225 171818 225 172522 225 173226 225 173930 225 174634 225 175338 225 176042 225 176746 225 177450 225 178154 225 178858 225 179562 225 180266 225 180970 225 181674 225 182378 225 183082 225 183786 225 184490 225 185194 225 185898 225 186602 225 187306 225 188010 225 188714 225 189418 225 190122 225 190826 225 191530 225 192234 225 192938 225 193642 225 194346 225 195050 225 195754 225 196458 225 197162 225 197866 225 198570 225 199274 225 199978 225 200682 225 201386 225 202090 225 202794 225 203498 225 204202 225 204906 225 205610 225 206314 225 207018 225 207722 225 208426 225 209130 225 209834 225 210538 225 211242 225 211946 225 212650 225 213354 225 214058 225 214762 225 215466 225 216170 225 216874 225 217578 225 218282 225 218986 225 219690 225 220394 225 221098 225 221802 225 222506 225 223210 225 223914 225 224618 225 225322 225 226026 225 226730 225 227434 225 228138 225 228842 225 229546 225 230250 225 230954 225 231658 225 232362 225 233066 225 233770 225 234474 225 235178 225 235882 225 236586 225 237290 225 237994 225 238698 225 239402 225 240106 225 240810 225 241514 225 242218 225 242922 225 243626 225 244330 225 245034 225 245738 225 246442 225 247146 225 247850 225 248554 225 249258 225 249962 225 250666 225 251370 225 252074 225 252778 225 253482 225 254186 225 254890 225 255594 225 256298 225 257002 225 257706 225 258410 225 259114 225 259818 225 260522 225 261226 225 261930 225 
